PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,species
1.7456521110437773,-2.4940391106716278,0.24970680101938644,-2.5759564881292674,1.1114363217409866,-0.8607654037574318,1.2629548658759615,0.45263082859179116,1.449294409919552,0.7797486563907504,0
3.2656667421744463,0.7380950467805469,0.07899799175465395,0.03132935770395969,-1.0502082666492387,-0.33458017596053813,-1.1029248492929062,-0.3772202352663772,0.758083450515664,0.5584750046229694,0
4.430844882130291,0.5377501031315006,-1.2350959963638415,-0.8918950919416393,0.7671375566806181,-0.5525555363098834,-0.9315579672035327,0.037619312336884286,-0.6699397306690514,0.11484977467032391,0
0.9580031111062295,-4.338672394124636,0.775532640055285,-0.11429368709113644,2.8278444341309146,0.6355608938120796,1.1783227252833675,0.7448978286072021,0.08309641235035034,-0.05109240485477155,0
5.063270625570553,-0.15483779203802558,4.42084823707958,-0.5004236852727315,0.4710420736367821,-2.5558217743487526,-2.152985589754776,1.8538960441310448,0.8427026362641252,-0.1472743374922432,0
2.3395565694367715,2.1814453751371037,1.4911427961564265,-1.5263110177330996,-0.06582112949112005,0.8850788829452595,-1.113847095357468,0.2013011842330173,0.6841235680704536,-0.4741895750115213,0
3.1552453726023253,3.0126586885020528,0.4504786575933631,-2.370686904707088,0.7924861852093823,0.1225160695137942,-0.7629929439445792,0.17999080788180827,-0.004196979007848036,-0.1525828835568142,0
4.952085296809222,0.035605634483981304,0.08898101886477705,-0.9809038774029623,0.11799286078366836,-0.9180915943737039,0.4536205282072262,0.23786101736570905,-0.6629676609193202,0.8322031132800697,0
4.661711739644578,2.8878411339561656,0.24807442353746553,0.41318554806924007,-0.4306883364131679,-1.023474924480003,-0.5043662665602892,0.45040989724278224,0.17524636008547734,1.1787864367586052,0
5.215686365098675,2.756127901114915,-1.0944320022537142,-0.23644495924254688,0.17078919392641537,0.2665156285709222,0.09047539154567064,0.5841903348953887,-0.398860590496268,0.10787930079171479,0
